"id","name","user_name","user_stars","comment_time","comment_location","content","score","url","is_use"
"406","永不消逝的电波","麦子0aVNf",,"6/11/2021","上海站","很精彩的舞剧，布景设计的巧妙，光影交错间，舞蹈很有感染力！有机会还会再去看哒！","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"407","永不消逝的电波","麦子1kKgF",,"6/11/2021","上海站","舞蹈演员的功底太强了，女演员都很美，表达也很有张力，总体还是不错的，就是全程需要高度集中，有点累","0.999931","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"408","永不消逝的电波","麦子",,"6/11/2021","深圳站","非常喜欢，布景精巧，节奏紧凑，舞蹈部分更是好。最喜欢开场的段落和经典的《晨光曲》，开场部分像蒙太奇，《晨光曲》柔美动人。有机会还会二刷。","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"409","永不消逝的电波","麦子",,"6/11/2021","烟台站","唯有完美和多刷几次的欲望才能表达我的激动心情","0.98515","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"410","永不消逝的电波","时间煮雨",,"6/11/2021","上海站","无声的肢体动作精准地传递着角色的情绪与情感 配乐起到了很好的烘托作用，让全剧有种紧凑感","0.999805","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"411","永不消逝的电波","啊呜呜咕咕嘎",,"6/11/2021","上海站","题材不新 感性上建立了一定的耐受 加之观众太热情 鼓掌频次太高… 每次想共情进人物剧情里就被掌声拉出来了…","0.99997","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"412","永不消逝的电波","李嘉诚r",,"6/11/2021","上海站","演员表情和细节动作很丰富，配乐感染力很强。叙事、煽情、舞美都无可挑剔，值得前排的演出。","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"414","永不消逝的电波","麦子",,"7/11/2021","上海站","中国舞剧天花板 ","0.874511","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"416","永不消逝的电波","麦子15cfk",,"7/11/2021","上海站","舞台的光影和配乐绝了，超赞??","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"417","永不消逝的电波","辰辰daydream",,"7/11/2021","上海站","被之前春晚上的片段吸引来的，没想到是一部没有台词的纯舞剧，演员用舞姿很好的展现了战友和亲人的情义，其中的几个片段也能抓住泪点，感人至深荡气回肠，也让人通过艺术的表现形式来了解那个时代的人对爱和信念的诠释，有时间会在刷的好剧","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"419","永不消逝的电波","麦子",,"7/11/2021","上海站","多次被感动、惊艳到，展现出了歌舞升平下的暗流涌动，灯光配乐很契合剧情，演员的舞蹈以及表演很投入，能让我共情，值得一看的一部舞剧","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"420","永不消逝的电波","麦子",,"6/11/2021","上海站","一部正剧《永不消逝的电波》居然可以这么感人，弄堂旗袍舞旖旎，伞舞在灯光渲染之下充斥阴暗但飒爽的气氛！2021年爱上了舞剧[呲牙]","0.999924","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"421","永不消逝的电波","麦子6Ni2E",,"6/11/2021","上海站","舞剧很好！有些情节的表现方式真的非常电影！非常震撼！舞美也很好，值得一看！（希望观众更有素质点哈，不要一直讲话，手机闪光灯一会儿闪一会儿闪的）","0.999975","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"422","永不消逝的电波","笑笑EK",,"8/11/2021","上海站","非常好看，等上海另一轮驻场演出开始，要去二刷","0.999906","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"423","永不消逝的电波","采妮Elizabeth",,"8/11/2021","上海站","我看过最好的舞台演出，没有之一。非常震撼于中国舞剧的高水准，已买好票二刷。太完美了。","0.99999","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"424","永不消逝的电波","想要看演出和展览",,"7/11/2021","上海站","太好看啦真的，意犹未尽，想要多刷！有机会一定要来看这个舞剧。视觉音效拉满，代入感很强，舞蹈演员们也很强，太棒啦！","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"425","永不消逝的电波","Yuki",,"7/11/2021","上海站","舞台非常棒！后半场节奏非常快，看得心惊胆战的，最后也挺为这些英雄们惋惜。舞美灯光也都很赞。","0.999991","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"426","永不消逝的电波","麦子",,"7/11/2021","上海站","用光影配合肢体讲故事，把观众的情绪带入，像是在看一场现场版的电影","0.999775","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"427","永不消逝的电波","Hyer",,"7/11/2021","深圳站","希望越来越多的人愿意为了一部舞剧，而去一座城市。","0.879503","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"429","永不消逝的电波","且听秋吟",,"7/11/2021","上海站","我真是满含热泪看完的[流泪] 文华大奖果然实至名归[强]","0.999913","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"430","永不消逝的电波","vc8p",,"7/11/2021","上海站","演出结束，申城又下起了大雨，七十多年前，那段解放全国的电波声，重新在上海响起 ​","0.987474","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"431","永不消逝的电波","麦子1rHWW",,"7/11/2021","上海站","第一天看完之后太过震撼，马上又买了第二天的票，挑个更好的位置再看一场。第二场看比第一次看懂更多细节和伏笔，演员们演的太棒了！朱姐的行程就是稳","0.999986","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"432","永不消逝的电波","勉強熱心",,"8/11/2021","上海站","二刷恰好是第300場。 前排的視角反而沒有二樓好，但是能清晰地看到舞者的表情，喘息、腳步、拍手聲也特別清晰。 一直在盯著女主的絕美腳背?","0.996011","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"433","永不消逝的电波","麦子0s0u3",,"8/11/2021","上海站","总体很不错，剧大于舞吧。第一次看人物有两个没记住，一开始的人物介绍很喜欢。","0.999894","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"434","永不消逝的电波","sevenlu77",,"8/11/2021","上海站","刚开始担心自己会看不懂舞剧，但完全是多虑了，演员的表演，现场的灯光舞美，舞台调度太绝了，有机会还想二刷的表演","0.999955","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"435","永不消逝的电波","朱静怡X254P",,"8/11/2021","上海站","非常震撼，非常棒！","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"436","永不消逝的电波","麦子",,"8/11/2021","上海站","很感人，现场氛围灯光舞蹈编排好，值得推荐朋友们","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"437","永不消逝的电波","彩色小甜豆",,"8/11/2021","烟台站","第一次看舞剧，而且还是两位首席，感觉自己的入门门槛有点高了(*/ω＼*)各位舞蹈演员都很棒，幕后的工作人员也辛苦啦，永不消逝的电波真的是一部值得多刷的作品，每一秒都十分精彩，如果有机会，绝对会二刷三刷！","0.999862","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"438","永不消逝的电波","jillaine",,"8/11/2021","上海站","作为舞剧，从舞美到音乐，从叙事结构到舞蹈编排、演员表演，无一不让人动容，是值得二刷的用心和出彩。","0.999843","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"439","永不消逝的电波","ElisaDay萌萌老師",,"11/11/2021","上海站","感觉很难超越了，太好看了，没有文化的我只会连连惊呼两个字：好w看c！","0.998328","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"440","永不消逝的电波","大宝儿N",,"11/11/2021","上海站","简直无敌。我和女朋友一起去看的，女朋友学的戏剧导演专业，她看这部舞剧也为之震撼。已经二刷了。真的真的震撼","0.999989","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"443","永不消逝的电波","寿寿V",,"11/11/2021","上海站","好看，回味无穷…","0.999984","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"444","永不消逝的电波","二公主",,"11/11/2021","上海站","看的懂的舞剧，经典，精美！","0.999986","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"445","永不消逝的电波","鏄曟牸",,"11/11/2021","上海站","目前看过最好的舞剧，舞台场景非常有冲击力，演员舞台感染力也非常强，希望这么好的剧本一直演下去","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"446","永不消逝的电波","云行水润",,"10/11/2021","上海站","不错的舞剧，一些动作可以看出《只此青绿》的味道～","0.998266","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"447","永不消逝的电波","麦子",,"10/11/2021","上海站","不愧是千辛万苦从外地来看，场景做的很好，很多幕有电影的即视感、坐近一点应该就更好，因为好多都考验演员的表现力、反派是我最喜欢的角色，确实表演张力很足、还有一些镜头真的要把我看哭了，而且美琪特有一种老上海的韵味","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"449","永不消逝的电波","麦子",,"10/11/2021","上海站","一次完美的观影体验～","0.99989","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"450","永不消逝的电波","麦子",,"10/11/2021","上海站","亦舞亦演，感染力超强。舞剧真的是太美了！","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"451","永不消逝的电波","天蝎紫蝴蝶",,"10/11/2021","上海站","感染力很强，好看好听，美的盛宴","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"453","永不消逝的电波","佛系艺术生麦基",,"10/11/2021","上海站","真的太牛了太好看了怎么这么牛啊","0.988776","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"454","永不消逝的电波","我爱薯条配奶茶",,"10/11/2021","上海站","太幸运了 盲选中朱洁静老师的场次～绝美 悬疑 催泪！想要二刷啊！","0.998967","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"455","永不消逝的电波","清琳",,"10/11/2021","上海站","要吐槽一下剧院的座位，个人觉得后面的位子应该要比前排再高几公分才好，加上前面一对小情侣一直黏在一起，前方视线长时间受阻，白买了最中间的票….","0.985982","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"456","永不消逝的电波","鹅鹅曲项向天歌",,"10/11/2021","上海站","灯光音乐绝对的满分，舞蹈渔光曲看呆我了，就是美啊。解放后那一段的吉他背景乐也令我印象深刻，坚定了明年稳定之后学习吉他的信念。","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"457","永不消逝的电波","木白0g",,"9/11/2021","上海站","好棒?第一次看舞剧 美呆了","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"458","永不消逝的电波","Minq4",,"9/11/2021","上海站","跟我想象的不同，从舞蹈编排到舞者的表达都很新颖很有意思。不是单纯的舞动，而是用不同的节奏和编排来带动故事的发展。非常沉浸。","0.99999","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"460","永不消逝的电波","波尔图冷片",,"9/11/2021","上海站","非常好的舞剧","0.999866","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"461","永不消逝的电波","麦子1FEtl",,"9/11/2021","上海站","男神，女神都跳的很好","0.999987","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"462","永不消逝的电波","麦子17ZwJ",,"9/11/2021","上海站","很好，没得说，高水准 ","0.999969","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"463","永不消逝的电波","麦子",,"9/11/2021","上海站","冲着朱洁静那对去的，听到知情人士爆料那对最近根本不在上海。 感觉上当受骗了，现场广告里也一直是朱的舞蹈片段。","0.00011355","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"464","永不消逝的电波","麦子",,"9/11/2021","上海站","现场太震撼了，灯光舞美音乐和现场调度配合极好，太棒了！","0.99998","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"465","永不消逝的电波","yhh",,"9/11/2021","上海站","特别特别棒的一部舞剧，值得再刷","0.999978","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"467","永不消逝的电波","麦子1dwSe",,"9/11/2021","上海站","只是不是A角，有点遗憾","0.219021","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"469","永不消逝的电波","麦子0uMmr",,"12/11/2021","上海站","心心念念很久的电波总算是看上了！ ?","0.999316","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"470","永不消逝的电波","麦子11Rt4",,"12/11/2021","武汉站","无与伦比的精彩","0.999982","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"475","永不消逝的电波","随便取个名儿499",,"11/11/2021","上海站","二楼第一排过道位简直就是性价比最高的位置了吧！电波太牛了?我不是在哭就是在起鸡皮疙瘩，唯有震撼二字！光影运用真的好绝好绝！","0.999741","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"476","永不消逝的电波","保哥",,"12/11/2021","上海站","非常好的观看","0.999932","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"478","永不消逝的电波","frances_if",,"12/11/2021","上海站","电波yyds！","0.462979","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"479","永不消逝的电波","麦子1nAFp",,"12/11/2021","上海站","鸡皮疙瘩一阵一阵此起彼伏 朱姐Yyds 每个人都在自己的条线上演绎鲜活 我真的爱死了！ 有机会一定二刷5","0.999533","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"481","永不消逝的电波","鳕鱼",,"12/11/2021","上海站","演员的表现力和舞蹈水平、舞美、剧情，都出乎意料得赞。原本以为舞剧需要靠大量文字才能说清故事，或者剧情会简单，但没想到通过舞蹈设计和灯光的配合，再加上演员的表现力，能把故事讲得清晰又丰满，极其推荐","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"483","永不消逝的电波","麦子",,"12/11/2021","上海站","旗袍现代舞，应该推向全世界","0.976681","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"485","永不消逝的电波","陈涛0093",,"12/11/2021","武汉站","1、儿女情长与家国大义同样令人动容，几度泪目； 2、肢体语言的动静转换格外出彩；（比如“车夫”和特务的打斗戏） 3、光影与音乐的运用堪称完美，沉浸式…情绪完全拔不出来； 4、旗袍绝美（没有男人会不爱）。","0.995921","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"486","永不消逝的电波","麦子2hdsn",,"13/11/2021","上海站","很感人，非常值得一看","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"487","永不消逝的电波","一ljy一",,"13/11/2021","武汉站","不论是技巧剧情还是结构 都很好很好 希望下次有机会去看朱鹮","0.999988","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"488","永不消逝的电波","13986873",,"13/11/2021","武汉站","朱洁静太美了！","0.999896","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"489","永不消逝的电波","麦子",,"13/11/2021","上海站","精彩绝伦！虽然不懂舞剧，但依然沉醉其中，剧情美、阵容美、舞蹈美、谢幕美……各种美！艺术的感染力，令人百感交集，热泪盈眶。","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"490","永不消逝的电波","麦子1NJos",,"13/11/2021","武汉站","我是一个审美很挑剔的人，但这部剧，值得满分","0.999985","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"491","永不消逝的电波","Wendy_Zhang1983",,"13/11/2021","上海站","非常精彩，感人","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"492","永不消逝的电波","麦子2gGn8",,"13/11/2021","上海站","长河无声奔去 唯爱与信念永存","0.99982","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"493","永不消逝的电波","璨璨",,"13/11/2021","上海站","第二遍看了，比第一次看到了更多细节，姐姐们很美。看到李侠牺牲时还是难过得哭了，太悲伤。","0.998896","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"494","永不消逝的电波","doris赵",,"13/11/2021","上海站","好的无以言表 ","0.998838","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"495","永不消逝的电波","麦子",,"13/11/2021","武汉站","感动，震撼，唯美！","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"496","永不消逝的电波","麦子",,"13/11/2021","上海站","震撼人心！全称都非常激动 希望有机会二刷能够看到A卡","0.999973","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"497","永不消逝的电波","麦子",,"13/11/2021","武汉站","yyds，下次买前排 ","0.977863","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"498","永不消逝的电波","黄苹苹_T294A",,"13/11/2021","上海站","被太多人安利，终于带着妈妈去看，故事相对来说情节比较简单，但是更突显了舞者和配乐的高水平。","0.993391","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"499","永不消逝的电波","万睿子40",,"13/11/2021","武汉站","非常喜欢！优秀的舞者们太棒啦！举手投足间都是美","0.999994","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"502","永不消逝的电波","好椰",,"13/11/2021","武汉站","长河無聲奔去 唯愛與信仰永存","0.991278","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"503","永不消逝的电波","麦子",,"13/11/2021","上海站","好好看，女主毕然小姐姐很美。每个舞蹈演员的表情都很丰富","0.999975","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"504","永不消逝的电波","麦子",,"13/11/2021","上海站","确认过眼神，都是二刷的人，感动，美轮美奂，谍战题材界的百老汇，像电影比电影更美，像话剧却没有一句台词全部通过肢体语言表达","0.999967","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"505","永不消逝的电波","茶元",,"13/11/2021","武汉站","可以哦 不过没到预期","0.9553","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"507","永不消逝的电波","麦子",,"13/11/2021","上海站","构图，灯光，音乐，舞蹈都绝美！ 虽然没有台词和对白，但总有些时刻人们的悲喜是相通的","0.999927","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"509","永不消逝的电波","姚夕莹",,"13/11/2021","上海站","现场非常震撼，下半段都看哭了","0.999944","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"510","永不消逝的电波","麦子6YlDf",,"13/11/2021","上海站","用舞蹈来诠释谍战剧，演绎红色文化，堪称经典！","0.999911","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"511","永不消逝的电波","Leigh6Ann",,"13/11/2021","上海站","真的没有人可以逃过电波的魅力！每一次都有被震撼到。发自内心的喜欢。看就对了！","0.999652","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"512","永不消逝的电波","祝您有票",,"13/11/2021","上海站","位置比较靠后，所以视觉上体验没有那么好 但是但是，电波真的超棒，如果红色故事都这么讲的话，形政课谁还会困啊 不挑卡司！演员们舞都贼棒，就是建议一刷看之前多刷几篇repo，不然会在内容的理解上有问题 我看的是腾飞老师的，sd的时候有蹲到他，人超级好，超温柔啊","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"513","永不消逝的电波","抹茶布丁7",,"13/11/2021","上海站","太，太好看了 灵魂冲击 美商up","0.990999","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"515","永不消逝的电波","马克兔毛",,"13/11/2021","上海站","非常好看，虽然不是朱洁静版，男主角的演绎就更加突出。 高雅艺术走进普通百姓中，感染力极强，几度看得我潸然泪下。通过布景、音乐、光效、舞蹈展现了一段段情节，每一段都堪称完美。","0.999992","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"516","永不消逝的电波","鱼汤记得加点盐",,"13/11/2021","武汉站","震撼热泪盈眶","0.99993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"517","永不消逝的电波","Clair84",,"13/11/2021","上海站","如果信仰有颜色，那一定是红色。","0.929048","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"518","永不消逝的电波","孙蕾",,"13/11/2021","武汉站","坐在武汉琴台剧院的三楼，都还能听到主演的演绎悲痛情绪时的呼吸声，第一次真正感受到舞蹈的魅力，看下半部时才感觉渐入佳境，舞剧太耗体力，演员们都辛苦了！","0.99588","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"519","永不消逝的电波","麦子1tReM",,"13/11/2021","武汉站","洁静老师！❤️❤️❤️","0.998995","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"520","永不消逝的电波","一光年距离",,"13/11/2021","上海站","长河无声奔去，唯爱与信念永存。虽然整场演出没有一句台词，但绝美的舞蹈、优美的音乐和恰到好处的灯光同样把我们带回了那个红色的年代。结束时全场此起彼伏的抽噎声是对今晚演出最好的赞美。","0.99995","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"522","永不消逝的电波","南征北战-",,"13/11/2021","上海站","很惊艳的一次演出，触动人心","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"523","永不消逝的电波","黄昏",,"13/11/2021","上海站","非常震撼！ 灯光、舞美、布景、走位、叙事、感情表现力无可挑剔！ ","0.999986","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"524","永不消逝的电波","花间~独酌",,"13/11/2021","武汉站","如果有机会还是去看看吧。之前听说有人三刷“电波”，从上海追到杭州，从杭州追到北京。今天看过之后，觉得值，是我看过所有舞剧中最棒的，绝对的舞剧天花板！全程没有一句台词，但是将唯美与肃杀，曙光与黑夜，浪漫与血腥表现的淋漓尽致。 长河无声奔去，唯爱与信念永存！","0.999986","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"526","永不消逝的电波","麦子",,"13/11/2021","上海站","它值得！从演员们一出场就被震撼到 灯光音乐舞美全程直击人心 有时候肢体表达比语言表达更有力量 印象很深的是有一段甚至没有音乐 全靠李侠和兰芬两个人表演 情绪太饱满了 效果丝毫没有减弱 甚至想二刷 绝绝子","0.999984","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"528","永不消逝的电波","灵犀",,"14/11/2021","上海站","舞台剧精品，付出心血的作品","0.999976","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"530","永不消逝的电波","麦子",,"14/11/2021","上海站","一开始有点不太适应完全没有台词。看了票据上写的舞剧稍微失望了一下。但后来看进去还是很不错，平时总被灌输别人的思想，没有台词之后只听见自己的内心。十五岁的小孩为什么要入党，是什么支持前赴后继的牺牲。和平年代除了挣钱还能做点什么。","0.942235","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"531","永不消逝的电波","清梦8L",,"14/11/2021","上海站","舞美，演员的信念感，剧情安排，都非常的棒，能用舞蹈把情节表演出来，很能让人共情。","0.999993","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
"532","永不消逝的电波","Redia",,"14/11/2021","上海站","舞美真的绝绝子?","0.999498","https://m.damai.cn/damai/activity/commentlist/index.html?ipId=996&spm=a2o71.repertoire_ip.basic.evaluate",
